year,country,isocode,tasa_homicidio
2022,Japan,JPN,0.23120448
2023,Japan,JPN,0.2291532
2023,Jersey,JEY,NA
1990,Jordan,JOR,3.313171
1991,Jordan,JOR,3.0905588
1992,Jordan,JOR,3.4159522
1993,Jordan,JOR,3.7948313
1994,Jordan,JOR,4.318844
1995,Jordan,JOR,0.73651713
1996,Jordan,JOR,0.91602755
1997,Jordan,JOR,0.8322954
2007,Jordan,JOR,1.6404903
2008,Jordan,JOR,1.7167711
2009,Jordan,JOR,1.4282206
2010,Jordan,JOR,1.7541351
2011,Jordan,JOR,1.8982881
2012,Jordan,JOR,2.2142768
2013,Jordan,JOR,2.0521011
2014,Jordan,JOR,2.0815063
2015,Jordan,JOR,1.7706108
2016,Jordan,JOR,1.4790584
2017,Jordan,JOR,1.2995609
2018,Jordan,JOR,0.8984635
2019,Jordan,JOR,1.14319
2020,Jordan,JOR,0.9939967
2021,Jordan,JOR,1.0301495
2022,Jordan,JOR,1.1193768
2023,Jordan,JOR,0.98783016
1990,Kazakhstan,KAZ,8.59855
1991,Kazakhstan,KAZ,8.750709
1992,Kazakhstan,KAZ,10.846598
1993,Kazakhstan,KAZ,14.970054
1994,Kazakhstan,KAZ,14.95561
1995,Kazakhstan,KAZ,14.625951
1996,Kazakhstan,KAZ,15.990471
1997,Kazakhstan,KAZ,16.087763
1998,Kazakhstan,KAZ,16.174812
1999,Kazakhstan,KAZ,15.359856
2000,Kazakhstan,KAZ,14.998933
2001,Kazakhstan,KAZ,13.867889
2002,Kazakhstan,KAZ,12.56333
2003,Kazakhstan,KAZ,12.643373
2004,Kazakhstan,KAZ,13.192296
2008,Kazakhstan,KAZ,11.000501
2009,Kazakhstan,KAZ,10.655935
2010,Kazakhstan,KAZ,8.237903
2011,Kazakhstan,KAZ,8.320637
2012,Kazakhstan,KAZ,7.315337
2013,Kazakhstan,KAZ,6.379403
2014,Kazakhstan,KAZ,5.0740094
2015,Kazakhstan,KAZ,4.7168326
2017,Kazakhstan,KAZ,4.9056582
2020,Kazakhstan,KAZ,3.110545
2021,Kazakhstan,KAZ,2.8464916
2022,Kazakhstan,KAZ,2.5505862
2023,Kazakhstan,KAZ,NA
2004,Kenya,KEN,3.4560087
2005,Kenya,KEN,3.027113
2006,Kenya,KEN,2.996856
2007,Kenya,KEN,2.8963346
2008,Kenya,KEN,3.0994468
2009,Kenya,KEN,4.720446
2010,Kenya,KEN,4.629967
2011,Kenya,KEN,5.3112297
2012,Kenya,KEN,5.4091864
2014,Kenya,KEN,5.0052724
2015,Kenya,KEN,4.8015943
2016,Kenya,KEN,4.908632
2017,Kenya,KEN,5.0124226
2018,Kenya,KEN,3.1250556
2019,Kenya,KEN,3.077955
2020,Kenya,KEN,3.5601206
2021,Kenya,KEN,5.2537465
2022,Kenya,KEN,4.8716683
2023,Kenya,KEN,NA
2023,Kingdom of Bavaria,NA,NA
2023,Kingdom of Sardinia,NA,NA
2023,Kingdom of Saxony,NA,NA
2023,Kingdom of Wurttemberg,NA,NA
2023,Kingdom of the Two Sicilies,NA,NA
1991,Kiribati,KIR,0
1992,Kiribati,KIR,0
1993,Kiribati,KIR,0
1994,Kiribati,KIR,0
1995,Kiribati,KIR,0
1996,Kiribati,KIR,1.210324
1997,Kiribati,KIR,0
1998,Kiribati,KIR,0
1999,Kiribati,KIR,0
2000,Kiribati,KIR,3.3855078
2001,Kiribati,KIR,4.427987
2008,Kiribati,KIR,6.7164
2009,Kiribati,KIR,0.93925816
2010,Kiribati,KIR,3.6797173
2011,Kiribati,KIR,9.941481
2012,Kiribati,KIR,7.1247907
2023,Kiribati,KIR,NA
2023,Korea (former),OWID_KRU,NA
2008,Kosovo,OWID_KOS,6.274787
2009,Kosovo,OWID_KOS,4.067574
2010,Kosovo,OWID_KOS,5.925951
2011,Kosovo,OWID_KOS,3.45992
2012,Kosovo,OWID_KOS,4.981921
2013,Kosovo,OWID_KOS,2.2562594
2014,Kosovo,OWID_KOS,3.0403867
2015,Kosovo,OWID_KOS,2.3608503
2016,Kosovo,OWID_KOS,2.1569297
2017,Kosovo,OWID_KOS,2.7147493
2018,Kosovo,OWID_KOS,2.4890523
2019,Kosovo,OWID_KOS,1.3674886
2020,Kosovo,OWID_KOS,2.112575
2021,Kosovo,OWID_KOS,1.8949775
2023,Kosovo,OWID_KOS,NA
1996,Kuwait,KWT,0.92472374
2001,Kuwait,KWT,1.9421135
2002,Kuwait,KWT,1.1165192
2003,Kuwait,KWT,1.3744851
2004,Kuwait,KWT,1.9932133
2005,Kuwait,KWT,1.8329855
2006,Kuwait,KWT,1.9029628
2007,Kuwait,KWT,2.3525786
2008,Kuwait,KWT,1.433194
2009,Kuwait,KWT,1.752827
2010,Kuwait,KWT,2.0384786
2011,Kuwait,KWT,1.8832905
2012,Kuwait,KWT,1.8279755
2017,Kuwait,KWT,1.1071839
2018,Kuwait,KWT,0.8558104
2019,Kuwait,KWT,0.3601824
2020,Kuwait,KWT,0.24999182
2023,Kuwait,KWT,NA
2023,Kyrgyzstan,KGZ,NA
2023,Laos,LAO,NA
2000,Latin America and the Caribbean (UN),NA,21.96584
2001,Latin America and the Caribbean (UN),NA,22.535698
2002,Latin America and the Caribbean (UN),NA,23.126528
2003,Latin America and the Caribbean (UN),NA,22.814724
2004,Latin America and the Caribbean (UN),NA,21.119514
2005,Latin America and the Caribbean (UN),NA,20.633251
2006,Latin America and the Caribbean (UN),NA,20.983673
2007,Latin America and the Caribbean (UN),NA,20.389637
2008,Latin America and the Caribbean (UN),NA,21.99224
2009,Latin America and the Caribbean (UN),NA,23.315550000000002
2010,Latin America and the Caribbean (UN),NA,23.912169
2011,Latin America and the Caribbean (UN),NA,24.261974
2012,Latin America and the Caribbean (UN),NA,24.448147
2013,Latin America and the Caribbean (UN),NA,23.746626
2014,Latin America and the Caribbean (UN),NA,23.3651
2015,Latin America and the Caribbean (UN),NA,22.658537
2016,Latin America and the Caribbean (UN),NA,23.570793
2017,Latin America and the Caribbean (UN),NA,24.052797
2018,Latin America and the Caribbean (UN),NA,23.113605
2019,Latin America and the Caribbean (UN),NA,21.089586
2020,Latin America and the Caribbean (UN),NA,20.337412
2021,Latin America and the Caribbean (UN),NA,20.31501
2022,Latin America and the Caribbean (UN),NA,19.993282
2023,Latin America and the Caribbean (UN),NA,19.71786
1992,Latvia,LVA,9.905055
1993,Latvia,LVA,15.094664
1994,Latvia,LVA,13.802768
1995,Latvia,LVA,11.585113
1996,Latvia,LVA,10.903592
1997,Latvia,LVA,11.178553
1998,Latvia,LVA,10.372544
1999,Latvia,LVA,9.578296
2000,Latvia,LVA,10.04935
2001,Latvia,LVA,9.365774
2002,Latvia,LVA,9.258655
2012,Latvia,LVA,3.440423
2013,Latvia,LVA,2.4838426
2014,Latvia,LVA,3.209389
2015,Latvia,LVA,3.3874876
2016,Latvia,LVA,3.5206542
2017,Latvia,LVA,4.1696825
2018,Latvia,LVA,4.3577776
2019,Latvia,LVA,3.3955626
2020,Latvia,LVA,3.6820333
2021,Latvia,LVA,3.0229313
2022,Latvia,LVA,3.5618157
2023,Latvia,LVA,2.4968178
2008,Lebanon,LBN,3.7154694
2009,Lebanon,LBN,2.9044807
2010,Lebanon,LBN,3.2333007
2011,Lebanon,LBN,3.29669
2012,Lebanon,LBN,3.705301
2013,Lebanon,LBN,4.1090384
2014,Lebanon,LBN,3.7813196
2015,Lebanon,LBN,3.5689626
2016,Lebanon,LBN,3.7165554
2017,Lebanon,LBN,3.9934235
2018,Lebanon,LBN,2.8742743
2019,Lebanon,LBN,3.1408587
2020,Lebanon,LBN,2.24467
2023,Lebanon,LBN,NA
1990,Lesotho,LSO,28.67885
1991,Lesotho,LSO,29.798437
1992,Lesotho,LSO,34.164776
1993,Lesotho,LSO,34.967003
1994,Lesotho,LSO,43.21196
2007,Lesotho,LSO,45.820633
2008,Lesotho,LSO,38.239742
2023,Lesotho,LSO,NA
2007,Liberia,LBR,2.7255015
2008,Liberia,LBR,4.632291
2009,Liberia,LBR,3.6773775
2010,Liberia,LBR,3.1782088
2011,Liberia,LBR,3.8141007
2012,Liberia,LBR,3.0870948
2023,Liberia,LBR,NA
2023,Libya,LBY,NA
1994,Liechtenstein,LIE,0
1995,Liechtenstein,LIE,0
1996,Liechtenstein,LIE,0
1997,Liechtenstein,LIE,0
1998,Liechtenstein,LIE,0
1999,Liechtenstein,LIE,3.055581
2000,Liechtenstein,LIE,0
2001,Liechtenstein,LIE,0
2002,Liechtenstein,LIE,0
2003,Liechtenstein,LIE,0
2004,Liechtenstein,LIE,2.907949
2007,Liechtenstein,LIE,0
2008,Liechtenstein,LIE,2.8213918
2009,Liechtenstein,LIE,0
2010,Liechtenstein,LIE,2.7778935
2011,Liechtenstein,LIE,0
2012,Liechtenstein,LIE,0
2013,Liechtenstein,LIE,0
2014,Liechtenstein,LIE,2.6908846
2015,Liechtenstein,LIE,0
2016,Liechtenstein,LIE,0
2017,Liechtenstein,LIE,2.641973
2018,Liechtenstein,LIE,2.62271
2019,Liechtenstein,LIE,2.6014569
2020,Liechtenstein,LIE,2.5795135
2021,Liechtenstein,LIE,5.122426
2023,Liechtenstein,LIE,NA
1990,Lithuania,LTU,4.8714314
1991,Lithuania,LTU,5.7815843
1992,Lithuania,LTU,7.1939635
1993,Lithuania,LTU,11.303744
1994,Lithuania,LTU,12.722677
1995,Lithuania,LTU,13.840495
1996,Lithuania,LTU,11.250901
1997,Lithuania,LTU,10.941933
1998,Lithuania,LTU,8.766068
1999,Lithuania,LTU,8.771179
2000,Lithuania,LTU,10.570214
2001,Lithuania,LTU,10.164111
2002,Lithuania,LTU,8.507424
2004,Lithuania,LTU,10.157849
2005,Lithuania,LTU,11.197187
2006,Lithuania,LTU,8.807857
2007,Lithuania,LTU,8.572205
2008,Lithuania,LTU,9.316924
2009,Lithuania,LTU,7.9664803
2010,Lithuania,LTU,7.069717
2011,Lithuania,LTU,6.96682
2012,Lithuania,LTU,6.7596292
2013,Lithuania,LTU,6.6928964
2014,Lithuania,LTU,5.42076
2015,Lithuania,LTU,5.9192696
2016,Lithuania,LTU,5.332665
2017,Lithuania,LTU,3.5344276
2018,Lithuania,LTU,3.282809
2019,Lithuania,LTU,3.3630786
2020,Lithuania,LTU,3.6126075
2021,Lithuania,LTU,2.5765011
2022,Lithuania,LTU,2.3784847
2023,Lithuania,LTU,2.6277995
1994,Luxembourg,LUX,1.49035
1995,Luxembourg,LUX,0.4899235
1996,Luxembourg,LUX,0.96670544
1997,Luxembourg,LUX,0.95472574
1998,Luxembourg,LUX,0.9430526
1999,Luxembourg,LUX,1.3956832
2000,Luxembourg,LUX,0.91715246
2001,Luxembourg,LUX,2.0373445
2002,Luxembourg,LUX,1.3441206
2003,Luxembourg,LUX,0.6639548
2004,Luxembourg,LUX,0.43639967
2005,Luxembourg,LUX,0.85954314
2006,Luxembourg,LUX,1.4803348
2007,Luxembourg,LUX,1.4575135
2008,Luxembourg,LUX,1.6360236
2009,Luxembourg,LUX,1.0036402
2010,Luxembourg,LUX,1.9707929
2011,Luxembourg,LUX,0.7713312
2012,Luxembourg,LUX,0
2013,Luxembourg,LUX,0.18404225
2014,Luxembourg,LUX,0.71906364
2015,Luxembourg,LUX,0.87790763
2016,Luxembourg,LUX,0.8568892
2017,Luxembourg,LUX,0.3352917
2018,Luxembourg,LUX,0.4933391
2019,Luxembourg,LUX,0.6449917
2020,Luxembourg,LUX,0.47573966
2021,Luxembourg,LUX,0.62473255
2022,Luxembourg,LUX,1.5306611
2023,Luxembourg,LUX,NA
1991,Macao,MAC,3.3124695
1992,Macao,MAC,0.80591327
1993,Macao,MAC,3.1469095
1994,Macao,MAC,3.3322952
1995,Macao,MAC,2.0065565
1996,Macao,MAC,4.176612
1997,Macao,MAC,7.227714
1998,Macao,MAC,5.6763086
1999,Macao,MAC,8.599602
2000,Macao,MAC,2.2867126
2001,Macao,MAC,1.797248
2002,Macao,MAC,0.43858302
2003,Macao,MAC,1.7055641
2004,Macao,MAC,0.8295313
2005,Macao,MAC,0.80741125
2006,Macao,MAC,1.9656155
2007,Macao,MAC,1.148819
2008,Macao,MAC,0.74636614
2009,Macao,MAC,0.90994626
2010,Macao,MAC,0.35536256
2011,Macao,MAC,0.69488780000000006
2012,Macao,MAC,0.6809142
2013,Macao,MAC,0.16701657
2014,Macao,MAC,0.16385277
2015,Macao,MAC,0.16072544
2016,Macao,MAC,0.15765125
2017,Macao,MAC,0.309332
2018,Macao,MAC,0.3035952
2019,Macao,MAC,0.29807416
2020,Macao,MAC,0.29279727
2021,Macao,MAC,0.43202642
2022,Macao,MAC,0.2839471
2023,Macao,MAC,0.56029356
2023,Madagascar,MDG,NA
2000,Malawi,MWI,6.185963
2001,Malawi,MWI,7.763266
2002,Malawi,MWI,4.7725506
2003,Malawi,MWI,2.462736
2004,Malawi,MWI,3.287806
2005,Malawi,MWI,1.5576286
2006,Malawi,MWI,6.2203093
2007,Malawi,MWI,5.0823703
2008,Malawi,MWI,5.580829
2009,Malawi,MWI,2.2228725
2010,Malawi,MWI,3.5072424
2011,Malawi,MWI,2.2469668
2012,Malawi,MWI,1.7759867
2023,Malawi,MWI,NA
1990,Malaysia,MYS,1.7551562
1991,Malaysia,MYS,2.0935028
1992,Malaysia,MYS,1.9432349
1993,Malaysia,MYS,1.8630971
1994,Malaysia,MYS,1.6952192
1995,Malaysia,MYS,1.947803
1996,Malaysia,MYS,2.1438758
1997,Malaysia,MYS,2.52629
1998,Malaysia,MYS,2.8712661
1999,Malaysia,MYS,2.620843
2000,Malaysia,MYS,2.3990092
2001,Malaysia,MYS,2.1975183
2002,Malaysia,MYS,2.3441575
2003,Malaysia,MYS,2.28934
2004,Malaysia,MYS,1.967789
2005,Malaysia,MYS,2.3378167
2006,Malaysia,MYS,2.2257628
2007,Malaysia,MYS,2.414959
2008,Malaysia,MYS,2.1653926
2009,Malaysia,MYS,1.9946824
2010,Malaysia,MYS,1.8844368
2011,Malaysia,MYS,1.8174312
2012,Malaysia,MYS,2.029476
2013,Malaysia,MYS,2.0779297
2014,Malaysia,MYS,1.6614469
2015,Malaysia,MYS,1.5944778
2016,Malaysia,MYS,1.4344275
2017,Malaysia,MYS,1.1713567
2018,Malaysia,MYS,0.9814358
2019,Malaysia,MYS,0.927017
2020,Malaysia,MYS,0.74654263
2021,Malaysia,MYS,0.70881855
2022,Malaysia,MYS,0.6917325
2023,Malaysia,MYS,0.7344924
1990,Maldives,MDV,0.44491506
1995,Maldives,MDV,0.7792744
1997,Maldives,MDV,2.2412522
2001,Maldives,MDV,2.441002
2002,Maldives,MDV,2.7433338
2007,Maldives,MDV,0.92455906
2008,Maldives,MDV,1.4873427
2009,Maldives,MDV,1.7227765
2010,Maldives,MDV,1.6630081
2011,Maldives,MDV,0.80283886
2012,Maldives,MDV,2.585195
2013,Maldives,MDV,0.74986786
2015,Maldives,MDV,0.93424326
2019,Maldives,MDV,0.6150932
2023,Maldives,MDV,NA
2023,Mali,MLI,NA
1990,Malta,MLT,1.0872283
1991,Malta,MLT,0.80790347
1992,Malta,MLT,1.6008773
1993,Malta,MLT,1.8507893
1994,Malta,MLT,0.78646445
1998,Malta,MLT,1.2697623
1999,Malta,MLT,2.5195994
2000,Malta,MLT,1.0002626
2001,Malta,MLT,1.4896303
2002,Malta,MLT,1.4794195
2004,Malta,MLT,1.7040026
2005,Malta,MLT,0.96777433
2006,Malta,MLT,0
2007,Malta,MLT,0.9587808
2008,Malta,MLT,1.4320868
2009,Malta,MLT,0.95058274
2010,Malta,MLT,0.94640845
2011,Malta,MLT,0.70649993
2012,Malta,MLT,2.8128703
2013,Malta,MLT,1.6337867
2014,Malta,MLT,1.3809469
2015,Malta,MLT,0.89891577
2016,Malta,MLT,1.0982518
2017,Malta,MLT,1.9234776
2018,Malta,MLT,1.6509908
2019,Malta,MLT,0.992033
2020,Malta,MLT,1.3508128
2021,Malta,MLT,0.38140535
2022,Malta,MLT,1.5146008
2023,Malta,MLT,0.5628983
1991,Marshall Islands,MHL,10.972733
1992,Marshall Islands,MHL,4.3115063
1994,Marshall Islands,MHL,4.1918616
2023,Marshall Islands,MHL,NA
2004,Martinique,MTQ,4.6902404
2005,Martinique,MTQ,4.7281675
2006,Martinique,MTQ,5.7435384
2007,Martinique,MTQ,5.73843
2008,Martinique,MTQ,4.2426176
2009,Martinique,MTQ,2.753297
2023,Martinique,MTQ,NA
2018,Mauritania,MRT,1.2218499
2019,Mauritania,MRT,1.0743763
2020,Mauritania,MRT,0.9999715
2023,Mauritania,MRT,NA
1990,Mauritius,MUS,1.8365077
1991,Mauritius,MUS,2.6290953
1992,Mauritius,MUS,2.7736273
1993,Mauritius,MUS,1.8544791
1994,Mauritius,MUS,2.3548949
1995,Mauritius,MUS,2.155506
1996,Mauritius,MUS,2.9000762
1997,Mauritius,MUS,2.0265162
1998,Mauritius,MUS,2.5939133
1999,Mauritius,MUS,1.9073026
2000,Mauritius,MUS,2.1370533
2009,Mauritius,MUS,2.971136
2010,Mauritius,MUS,2.572679
2011,Mauritius,MUS,2.4878194
2012,Mauritius,MUS,2.17194
2013,Mauritius,MUS,2.7111113
2014,Mauritius,MUS,1.4705831
2015,Mauritius,MUS,1.6250405
2016,Mauritius,MUS,1.6256342
2017,Mauritius,MUS,2.5568414
2018,Mauritius,MUS,2.8708131
2019,Mauritius,MUS,2.0990927
2020,Mauritius,MUS,2.727507
2021,Mauritius,MUS,2.6570315
2022,Mauritius,MUS,2.2724967
2023,Mauritius,MUS,NA
2007,Mayotte,MYT,14.153873
2008,Mayotte,MYT,2.545747
2009,Mayotte,MYT,5.943669
2023,Mayotte,MYT,NA
2000,Melanesia (UN),NA,7.119169
2001,Melanesia (UN),NA,6.5273423
2002,Melanesia (UN),NA,6.786503
2003,Melanesia (UN),NA,8.394719
2004,Melanesia (UN),NA,8.109103
2005,Melanesia (UN),NA,7.9140897
2006,Melanesia (UN),NA,7.7326603
2007,Melanesia (UN),NA,6.5718756
2008,Melanesia (UN),NA,7.1789393
2009,Melanesia (UN),NA,8.098688
2010,Melanesia (UN),NA,7.9637704
2011,Melanesia (UN),NA,7.7696767
2012,Melanesia (UN),NA,7.79565
2013,Melanesia (UN),NA,7.8086004
2014,Melanesia (UN),NA,7.8383255
2015,Melanesia (UN),NA,7.9123483
2016,Melanesia (UN),NA,7.8294735
2017,Melanesia (UN),NA,7.820082
2018,Melanesia (UN),NA,7.8712754
2019,Melanesia (UN),NA,7.9639626
2020,Melanesia (UN),NA,7.942753
2021,Melanesia (UN),NA,7.8867
2022,Melanesia (UN),NA,8.022433
2023,Melanesia (UN),NA,7.9388347
1990,Mexico,MEX,17.499361
1991,Mexico,MEX,17.91768
1992,Mexico,MEX,19.285301
1993,Mexico,MEX,18.299263
1994,Mexico,MEX,17.74495
1995,Mexico,MEX,17.182014
1996,Mexico,MEX,15.689103
1997,Mexico,MEX,14.41377
1998,Mexico,MEX,14.2882185
1999,Mexico,MEX,12.61279
2000,Mexico,MEX,10.886631
2001,Mexico,MEX,10.274817
2002,Mexico,MEX,9.934157
2003,Mexico,MEX,9.795247
2004,Mexico,MEX,8.936326
2005,Mexico,MEX,9.376107
2006,Mexico,MEX,9.745122
2007,Mexico,MEX,8.151737
2008,Mexico,MEX,12.689549
2009,Mexico,MEX,17.681293
2010,Mexico,MEX,22.668648
2011,Mexico,MEX,23.613478
2012,Mexico,MEX,22.228556
2013,Mexico,MEX,19.488173
2014,Mexico,MEX,16.705032
2015,Mexico,MEX,17.14843
2016,Mexico,MEX,20.08894
2017,Mexico,MEX,25.995935
2018,Mexico,MEX,29.44843
2019,Mexico,MEX,29.150867
2020,Mexico,MEX,29.001005
2021,Mexico,MEX,27.967503
2022,Mexico,MEX,25.881496
2023,Mexico,MEX,24.858995
2000,Micronesia (UN),NA,2.599098
2001,Micronesia (UN),NA,3.913456
2002,Micronesia (UN),NA,2.8430762
2003,Micronesia (UN),NA,4.1080747
2004,Micronesia (UN),NA,4.3247404
2005,Micronesia (UN),NA,4.007475
2006,Micronesia (UN),NA,4.848667
2007,Micronesia (UN),NA,2.8897078
2008,Micronesia (UN),NA,3.0089812
2009,Micronesia (UN),NA,2.6615655
2010,Micronesia (UN),NA,2.7906532
2011,Micronesia (UN),NA,4.314465
2012,Micronesia (UN),NA,3.71409
2013,Micronesia (UN),NA,3.729155
2014,Micronesia (UN),NA,3.744539
2015,Micronesia (UN),NA,3.7643943
2016,Micronesia (UN),NA,3.1900077
2017,Micronesia (UN),NA,3.192234
2018,Micronesia (UN),NA,3.428521
2019,Micronesia (UN),NA,4.245602
2020,Micronesia (UN),NA,4.228185
2021,Micronesia (UN),NA,3.7659698
2022,Micronesia (UN),NA,3.8063793
2023,Micronesia (UN),NA,3.8029642
2019,Micronesia (country),FSM,0.9067663
2023,Micronesia (country),FSM,NA
1990,Moldova,MDA,6.515173
1991,Moldova,MDA,6.50719
1992,Moldova,MDA,11.199112
1993,Moldova,MDA,8.700073
1994,Moldova,MDA,9.042823
1995,Moldova,MDA,9.10695
1996,Moldova,MDA,9.116486
1997,Moldova,MDA,9.50514
1998,Moldova,MDA,8.68314
1999,Moldova,MDA,9.139324
2000,Moldova,MDA,10.224402
2001,Moldova,MDA,9.8096075
2002,Moldova,MDA,9.679141
2003,Moldova,MDA,7.78919
2004,Moldova,MDA,6.845135
2005,Moldova,MDA,7.421023
2006,Moldova,MDA,6.6814294
2007,Moldova,MDA,5.634321
2008,Moldova,MDA,6.2442055
2009,Moldova,MDA,6.6375084
2010,Moldova,MDA,7.2962728
2011,Moldova,MDA,6.072079
2012,Moldova,MDA,6.575497
2013,Moldova,MDA,6.71803
2014,Moldova,MDA,4.816453
2015,Moldova,MDA,5.749636
2016,Moldova,MDA,6.1770453
2017,Moldova,MDA,4.4152217
2018,Moldova,MDA,5.263537
2019,Moldova,MDA,3.8874729
2020,Moldova,MDA,3.0301738
2021,Moldova,MDA,2.1826994
2022,Moldova,MDA,2.4671178
2023,Moldova,MDA,2.5431437
2001,Monaco,MCO,3.081949
2007,Monaco,MCO,0
2008,Monaco,MCO,0
2023,Monaco,MCO,NA
2003,Mongolia,MNG,13.601369
2004,Mongolia,MNG,13.095839
2005,Mongolia,MNG,15.525885
2006,Mongolia,MNG,12.999295
2007,Mongolia,MNG,11.3115
2008,Mongolia,MNG,8.0473
2009,Mongolia,MNG,8.216631
2010,Mongolia,MNG,8.846177
2011,Mongolia,MNG,9.689709
2012,Mongolia,MNG,7.1186876
2013,Mongolia,MNG,7.293433
2014,Mongolia,MNG,7.3119526
2015,Mongolia,MNG,7.1895905
2016,Mongolia,MNG,6.0510154
2017,Mongolia,MNG,6.152629
2018,Mongolia,MNG,6.187443
2019,Mongolia,MNG,6.342599
2020,Mongolia,MNG,6.2295156
2021,Mongolia,MNG,6.168267
2022,Mongolia,MNG,5.965715
2023,Mongolia,MNG,5.915035
2024,Mongolia,MNG,5.63941
2002,Montenegro,MNE,4.260244
2007,Montenegro,MNE,1.8946017
2008,Montenegro,MNE,3.7924008
2009,Montenegro,MNE,3.3204863
2010,Montenegro,MNE,2.3730855
2011,Montenegro,MNE,3.319174
2012,Montenegro,MNE,2.6833348
2013,Montenegro,MNE,1.5792736
2014,Montenegro,MNE,3.167687
2015,Montenegro,MNE,2.7063816
2016,Montenegro,MNE,4.485393
2017,Montenegro,MNE,2.418912
2018,Montenegro,MNE,2.2734838
2019,Montenegro,MNE,3.760219
2020,Montenegro,MNE,2.9608428
2021,Montenegro,MNE,2.4840586
2022,Montenegro,MNE,2.603118
2023,Montenegro,MNE,0.7892012
1990,Montserrat,MSR,0
1991,Montserrat,MSR,0
1992,Montserrat,MSR,20.026033
1993,Montserrat,MSR,0
1994,Montserrat,MSR,11.30774
1995,Montserrat,MSR,0
1996,Montserrat,MSR,13.151838
1997,Montserrat,MSR,0
1998,Montserrat,MSR,15.869238
1999,Montserrat,MSR,0
2000,Montserrat,MSR,0
2001,Montserrat,MSR,0
2002,Montserrat,MSR,0
2003,Montserrat,MSR,0
2004,Montserrat,MSR,0
2005,Montserrat,MSR,21.994942000000002
2006,Montserrat,MSR,21.826912
2008,Montserrat,MSR,21.381227
2012,Montserrat,MSR,20.850708
2017,Montserrat,MSR,0
2018,Montserrat,MSR,0
2023,Montserrat,MSR,NA
1990,Morocco,MAR,0.36511996
1991,Morocco,MAR,0.5000199
1992,Morocco,MAR,0.52355045
1993,Morocco,MAR,0.5777958
1994,Morocco,MAR,0.7076699
1997,Morocco,MAR,2.6898575
1998,Morocco,MAR,2.012914
1999,Morocco,MAR,1.9267012
2000,Morocco,MAR,1.621901
2001,Morocco,MAR,1.8844585
2002,Morocco,MAR,1.5822924
2003,Morocco,MAR,1.7246385
2004,Morocco,MAR,1.569124
2005,Morocco,MAR,1.5448903
2006,Morocco,MAR,1.6183976
2007,Morocco,MAR,1.6577703
2008,Morocco,MAR,1.3478127
2009,Morocco,MAR,1.3487028
2010,Morocco,MAR,1.3891021
2011,Morocco,MAR,1.3399129
2012,Morocco,MAR,1.1482453
2013,Morocco,MAR,1.2696977
2014,Morocco,MAR,1.0378666
2015,Morocco,MAR,1.2453916
2016,Morocco,MAR,1.6960062
2017,Morocco,MAR,2.146904
2018,Morocco,MAR,1.4230006
2019,Morocco,MAR,2.772646
2020,Morocco,MAR,2.9329595999999998
2021,Morocco,MAR,1.9375207
2022,Morocco,MAR,1.6555464
2023,Morocco,MAR,1.7050047
2024,Morocco,MAR,1.6674905
2001,Mozambique,MOZ,5.9338446
2002,Mozambique,MOZ,5.485713
2003,Mozambique,MOZ,5.3835316
2004,Mozambique,MOZ,5.6954746
2005,Mozambique,MOZ,5.3633246
2006,Mozambique,MOZ,4.300747
2007,Mozambique,MOZ,3.9882307
2008,Mozambique,MOZ,4.5602384
2009,Mozambique,MOZ,3.6754618
2010,Mozambique,MOZ,3.8044744
2011,Mozambique,MOZ,3.5899978
2023,Mozambique,MOZ,NA
1990,Myanmar,MMR,5.1384764
1995,Myanmar,MMR,3.7859106
2000,Myanmar,MMR,2.298478
2001,Myanmar,MMR,2.0012612
2002,Myanmar,MMR,1.7606604
2003,Myanmar,MMR,1.6371244
2004,Myanmar,MMR,1.5785413
2005,Myanmar,MMR,1.425007
2006,Myanmar,MMR,1.6260287
2007,Myanmar,MMR,1.5563623
2008,Myanmar,MMR,1.6346085
2009,Myanmar,MMR,1.8063948
2010,Myanmar,MMR,1.6338809
2011,Myanmar,MMR,2.134771
2012,Myanmar,MMR,2.8813674
2013,Myanmar,MMR,2.463061
2014,Myanmar,MMR,2.4269147
2015,Myanmar,MMR,2.548491
2016,Myanmar,MMR,2.6002173
2017,Myanmar,MMR,2.6823425
2018,Myanmar,MMR,2.7777648
2019,Myanmar,MMR,2.8855991
2020,Myanmar,MMR,2.9632273
2021,Myanmar,MMR,28.656734
2022,Myanmar,MMR,3.902763
2023,Myanmar,MMR,2.5751011
1995,Namibia,NAM,23.280918
1996,Namibia,NAM,21.444582
1997,Namibia,NAM,19.357548
1998,Namibia,NAM,23.488749
1999,Namibia,NAM,21.335669
2000,Namibia,NAM,20.894653
2001,Namibia,NAM,19.008663
2002,Namibia,NAM,18.307163
2004,Namibia,NAM,18.124878
2008,Namibia,NAM,17.293127
2009,Namibia,NAM,18.677252
2010,Namibia,NAM,14.8828535
2011,Namibia,NAM,14.35011
2012,Namibia,NAM,17.679325
2018,Namibia,NAM,18.46875
2019,Namibia,NAM,12.03549
2020,Namibia,NAM,11.103938
2021,Namibia,NAM,11.207781
2023,Namibia,NAM,NA
2023,Nauru,NRU,NA
1990,Nepal,NPL,1.8130999
1997,Nepal,NPL,2.4763708
1998,Nepal,NPL,2.7448912
1999,Nepal,NPL,2.6113775
2000,Nepal,NPL,2.586926
